token,count
firaun,2
berapa,1
marahkan,1
berbulan,1
beb,1
pjj,2
sebulan,4
minggu,1
mengandung,1
happy,1
deliver,1
proudly,1
wrong,2
unfair,1
elak,1
kelaparan,2
case,1
kesudahan,1
today,3
certain,1
riding,2
issue,2
though,2
political,4
group,1
waves,1
sufferings,1
dowh,1
pen,2
takleh,1
casher,1
scan,1
cepat2,1
stressed,1
sngat,1
study,3
leh,3
lagi²,2
sis,1
daftar,3
tab,1
b40,4
amat,2
frustration,2
remuk,1
memikirkn,1
doktor2,1
petugas2,1
hospital,2
diperah,1
tnga,1
tnpa,1
blasan,1
mrnderita,1
hrga,1
barangan,1
pembljrn,1
ank2,1
jdi,1
genertion,1
membuahkan,1
puncanya,1
merananya,1
menteri’,2
kids,2
contract,2
turns,1
voice,1
ignored,1
welfare,1
promises,1
fulfilled,1
treating,1
god,1
dihapuskan,1
titles,1
abolished,1
working,3
earn,1
respect,2
fairness,1
irrespective,1
race,1
religion,1
abolish,1
quota,1
hve,1
intention,1
jatuhkan,3
kpala,1
succide,1
anymore,2
tuh,1
young,1
byk,2
bukti,1
mcm2,1
m40,1
mesti,1
kenape,1
tertakluk,1
tkleh,1
tepi,1
popcorn,1
absurd,1
affecting,1
wellbeing,1
feeling,1
effects,1
buck,1
stops,1
reset,1
shit,5
worst,2
arrogant,1
childish,1
defend,2
themself,1
kibarkan,1
politisyen,1
degil,2
cerdik,1
sorry,1
thats,1
fact,2
besaq2,1
pikiaq,1
tknk,1
dgaq,1
bodo2,1
explain,1
nobody,1
terengganu,1
connected,1
mulut,2
gerammmmmm,1
munafiq,1
pukimak,1
ask,1
question,1
‘mengapa,1
let,4
ignorants,1
civilization,1
history,2
wajar,1
776,1
194,1
penduduk,2
maknanya,1
juta,2
pelbagai,1
sel2,1
berhubung,1
harus,2
puluhan,1
dikuasai,1
bbrp,1
renew,1
pokitik,1
real,2
risk,1
collapse,1
similar,1
fates,1
decade,1
empathetic,1
visionary,2
landscape,1
semoga,1
menyelesaikan,1
bentang,1
bajet,1
mahal,2
timbalan,2
term,1
pencen,2
cap,1
meletup,1
antivax,1
tangkap,2
satira,1
serbu,1
permanent,1
position,3
bersidang,3
takkan,1
iktibar,1
kesilapan,2
penambahbaikan,1
administration’,1
lack,2
areas,1
serving,1
cronies,1
gang,1
consistently,1
flout,1
laws,1
punishment,1
wantthe,1
reform,1
dissapointed,1
iressponsible,1
polictians,1
horrible,1
toom,1
pain,1
bear,1
zero,6
dynamic,1
caring,1
maruah,1
sapa,2
repeat,1
lot,1
big,3
happened,1
lets,1
regular,1
best,1
follower,1
☺️,2
tengs,1
struggles,1
learnt,1
face,3
sadly,1
platform,2
space,1
️,1
fishy,1
might,1
playing,1
daily,2
idola,1
max,1
decide,1
sedap,3
kezaliman,4
melampau2,1
compare,1
dulu2,1
started,3
actually,1
lwn,1
banyk,1
refuse,1
led,1
clown,1
keja,1
kering,1
blatantly,1
clearly,1
peoples,1
intimidation,1
menerapkan,1
berat,2
sebelah,1
relevant,1
agresif,1
bilamana,1
terancam,1
nyatakan,1
soalnya,1
penimpin,1
suatu,1
nnt,1
ingatlah,1
mengikut,1
lunas,1
interlek,1
bertenaga,1
sangkut,1
sempat,1
taip,1
physically,1
financially,1
breakdown,1
kiamat,1
tbh,1
learn,1
semester,1
attended,1
motivation,1
second,1
smbg,1
cacamerba,1
cakna,1
selangor,4
sebut,2
ruangan,1
komen,1
lotsa,1
enuf,1
room,1
generations,1
2018,1
screw,1
spoilt,1
wit,1
stupidity,1
selfishness,1
penatttttt,1
inept,1
hypocritical,1
utilities,1
beranak,1
mask,1
sanitised,1
mandi,1
usaha,2
setengah,2
poor,4
mempraktikkan,1
rukun,1
sejurus,1
mengundi,1
terbela,1
pertikai,1
kantoi,1
tipu,2
ge15,1
kao,1
5434,4
documented,1
coffins,1
mothers,1
father,1
children,3
cermat,1
ambang,2
mengganas,1
friends,1
ditimpa,1
bala,1
maha,1
secepat,1
sebab…,1
ship,3
onboarded,1
sinking,1
fast,1
board,1
bright,1
stuju,1
memulihkan,1
tggu,1
meludah,1
memperkecilkan,1
lawak,1
appointment,1
manusia2,1
setelah,1
layanan,2
rosak,2
pusing,4
bang,1
rindu,3
nangis,2
longer,1
pkpkpkpkpkp,1
permintaan,1
pasai,1
settlekan,1
jenayah,1
najib,1
zahid,1
sebabnya,1
setan,1
hang,5
harap,3
kocek,1
negatively,1
indecision,1
higher,1
ups,1
seem,1
think,2
undereact,1
sikitt,1
mula,1
kebebasan,3
poverty,2
faith,1
aligned,1
tercirit,1
jer,1
kerdit,1
sekrng,1
meningkat,4
sembang,2
market,1
always,1
art,1
bersyukur,1
ujian,1
show,1
color,1
lagak,1
lebai,1
bagaimana,1
waktunya,1
kawal,1
terkawal,1
ideabaik,1
menjawab,1
biadap,1
suam2,1
meninggkat,1
tejejas,1
atuk,3
resign,4
kitorang,1
beriya,1
shyt,1
rock,1
camni,1
gembira,1
momen,1
kegembiraan,1
say,1
sekeliling,1
sepenuhnya,1
hutang,2
bertambah,4
pkpkpkpkpkpkpkp,1
xhabis2,1
isteri,2
resah,1
habiskan,1
riwayat,1
tekanan,1
bnyk,2
xramai,1
bla,4
klo,1
xcukup,1
blh,1
kongsi,1
backdoor,2
willing,1
keeps,1
cry,1
reading,1
comments,1
ignorant,1
goverment,1
adakah,1
mindset,1
selalu,1
ingkar,1
kesampaian,1
katil,1
rawat,1
lima,1
pengundi,1
kawasan,1
pause,1
selagi,1
tolak,2
dsai,1
bila²,1
‼️,1
kebanyakkan,1
semula,2
sesama,1
keruhkan,1
waiting,1
boring,2
patutnya,2
padamkan,1
tekan,1
berjuang,1
gitu,1
matlamat,1
pekerjaan,3
unpaid,1
bake,1
dessert,1
area,1
damansara,1
barryscookiesndesserts,1
policy,2
makers,1
mabok,1
celik,1
mishandling,1
obsess,1
mass,1
rapid,1
contact,1
tracing,1
using,1
positivity,1
rate,1
recommendation,1
warp,1
speed,1
vaccination,2
delay,1
vax,1
purchase,1
listening,1
experts,1
dipermainkan,1
nation…,1
compassionate,1
tun,3
mahathir,1
terer,1
pening,1
rindukan,1
adik,1
beradik,1
saudara,2
coz,1
won’,1
destroy,1
kalah,3
tolonglah,1
sumpah,1
covid19,3
dengar,2
berpengalaman,1
kuasajawatan,1
paksa,1
⚫⚫⚫,1
hunger,1
cover,1
chaos,1
beroperasi,3
barber,1
shop,1
hampir,3
lumpuh,2
durianlah,1
sambut,1
mengarut,3
integrity,2
tanggung,2
penguatkuaasan,1
telus,1
tulis,1
everywhere,1
rage,1
heroes,1
positive,1
sadiq,1
educated,1
anyway,1
musnahkan,1
berani,2
headed,1
wawasan,1
orangnya,1
berpendidikan,1
pemikirannya,1
waknat,1
diambil,2
dibuka,3
menolong,1
lain2,1
basically,1
ingatkan,1
rmc,1
funtion,1
letting,1
clowns,2
beautiful,3
ditakuti,1
divaksin,2
penggubal,1
settle,1
tudung,1
order,1
entire,1
dilawan,1
blackwhite,1
ketidakadilan,1
cerah,2
banding,1
yahudi,1
israel,1
bairkan,1
bermewah,2
mewahan,1
menghina,1
dlam,1
selebihnya,1
twitter,1
bahagian,1
reply,2
way,1
fmco,1
drastically,1
decreasing,1
emergency,1
ordinances,1
agong,2
rescue,1
benefit,1
getting,3
seriously,2
close,2
factories,2
causes,1
widespread,1
vaccines,1
dumb,1
customer,1
foreigner,1
lenyap,1
spec,1
lpstu,1
fhm,2
blaja,1
rintihan,1
replies,1
spoken,1
voted,3
loosing,1
jobs,2
everybody,1
concerned,1
preserving,1
now！,1
takbir,1
urus,1
hancurrr,1
march,1
gym,1
built,1
blood,1
sweat,1
tears,1
loans,1
closed,1
spike,2
late,1
looser,1
fedup,1
kolot,1
lapar,1
berakal,1
monyet2,1
fungsi,2
membuat,1
lutut,1
angkat,2
xbg,1
spot,1
matibila,1
xpasrah,1
serba,1
menyeksa,1
kuli,1
daughter,1
perap,1
cikgu,2
friend,1
mine,1
darjah,1
sehari,2
menangis,1
on9,2
pengkhianat,1
pimpinan,1
kebelakang,1
pembaharuan,1
barang,1
dapur,1
kalu,1
especially,1
dap,1
taikkan,1
benar,1
lembap,2
berhujah,1
lantas,1
penakut,1
professional,1
fuckin,1
governments,1
african,1
kopiah,1
terbang,1
disogok,1
left,2
priority,1
jobless,1
options,1
ultimate,1
wealth,1
career,1
laughing,1
stock,1
world,1
rela,1
gelak,1
bahagia,1
status,1
diabaikan,1
layan,1
tarikh,1
lahir,1
sembuh,1
abes,2
hingga,2
redha,1
dikhianat,1
disaluran,1
iaitu,1
dimatikan,1
perlaksanaan,1
nmpk,1
krisis,1
jgka,1
dungu,1
ape,1
diorg,2
tuhan,3
disembah,1
dos,1
butoh,1
per,1
misery,1
kematian,1
asik,1
kian,1
tone,1
deaf,1
risau,1
setakat,1
dipilih,2
memusnahkan,1
sementara,1
bulu,3
hapuskn,1
terlibat,2
kempen,3
saddiq,2
pgg,1
jwtn,1
nnti,1
thn,1
subur,1
combating,1
replace,1
wild,1
spread,1
taken,1
hardships,1
‘kerajaan’,1
little,1
normalcy,1
terbuka,1
sebok,1
berpolitik,1
sadden,1
knowing,1
trapped,1
depression,1
promised,1
adult,1
resistance,1
force,2
gesa,1
diorng,1
bkn,2
jela,1
smua,1
benak,1
idc,1
eleh,1
bunyi,1
asas,1
kerakusan,1
mengkaburi,1
pentadbiran,1
berhemah,1
kepercayaan,1
berkaliber,1
diganti,1
hipokrasi,1
pertama,1
sblm,1
baby,4
bniaga,1
msh,1
menggila,1
kedai,2
seribu,1
penjaga,1
mcari,1
rezeki,1
ssuap,1
berbeda,1
doa,1
mudahkn,1
aminn,1
ibarat,1
zionist,1
jadah,1
perjuangan,1
“pemimpin,1
menyebabkan,1
pling,1
gilakan,1
xfikir,1
rendah,2
upsr,1
jutaria,1
lotih,1
bondo,1
menggagalkan,1
suka,1
hura,1
hara,1
ooo,1
isa,1
lagi…nama,1
tersangatlah,1
xdk,1
trpksa,1
trutama,1
xkerja,1
xmkn,1
bangang2,1
tumpang,1
iklan,1
❤️hye,1
polaroid,2
20pcs,2
rm10,1
murah,1
100pcs,1
rm25,1
selain,1
accessories,1
albums,1
berminat,1
negaraku,1
gone,1
gvt,1
tmenteri,1
duta,1
khasmb,1
mercedes,1
parliamen,1
vaksi,1
marah,1
ttp,1
korg,1
heboh,1
pilihanraya,1
brkesan,1
kwsn,1
spt,1
spoilling,1
utter,1
pid,1
timid,1
officials,1
caters,1
behaving,1
rusa,1
kampung,2
upon,1
decisions,1
puppet,1
kenamaan,1
sekatan,1
berpoligami,1
merentas,1
daerah,1
menjenguk,1
suami,1
arwah,1
berpenat,1
menjaga,1
tewas,1
takselamat,1
ccu,1
tackle,1
issues,1
berjiwa,1
bergaduh,1
berebut,1
susahkan,1
social,1
suarakan,1
‘empathy’,1
sekattekan,1
benci,2
pengikut2nya,1
habes2,1
sialnya,1
sila,2
pecahkan,1
local,2
penyumbang,1
peniaga,2
pengurusan,1
zealand,1
pelik,2
berbuih,1
rak,1
kejadah,1
nsib,1
wowowow,1
smart,1
gold,1
star,1
studying,2
anything,1
difficult,1
stressful,1
committed,1
penad,1
kecil,1
xboleh,1
kluar,1
serious,2
terabai,1
nenek,2
playground,2
warning,1
toy,1
section,1
stationary,1
kelaut,1
tny,1
solat,2
alih,1
tugas,1
malaikat,1
showed,1
ever,2
told,1
truth,1
answer,2
jokers,1
bottom,1
self,1
absorb,1
pocket,1
false,1
else,2
acknowledge,1
jajah,1
comms,1
sufficient,1
use,1
precious,1
upgrade,1
testing,1
facilities,1
used,1
knee,1
jerk,1
reaction,1
malingkup,1
pertahan,1
terdapat,1
bengap,1
jew,1
berkepentingan,1
sebelumnya,1
poyo,1
boneka,1
sandiwara,1
laknat,1
serabut,1
rimas,1
hirup,1
udara,1
kejap2,1
junjung,1
titah,2
tuanku,1
tuaku,1
bina,1
gelombang,1
hijau,1
kala,1
beria,1
panjat,1
pagar,1
wal,1
kebanyakan,2
menurun,1
kebanyakannya,1
pom,2
pang,2
benarkan,1
besar,2
naga,1
biggest,1
riot,1
tembak,1
peak,1
losing,1
dianiaya,1
lewa,1
ciri2,1
bebaskan,1
3rd,1
acah,2
segar,2
kuno,1
mageran,1
kerap,1
meeting,1
acah²,1
terumbang,1
ambing,1
dikibarkan,1
terputus,1
bekalan,1
dihulurkan,1
kejam,1
memperlakukan,1
diatas,1
undian,1
tuk,1
membela,1
diterangkan,1
sahabat2,1
kpd,1
kompetent,1
pemimpin2,1
habis2,1
tunggang,2
agama,4
hingusan,1
gadaikan,1
kekuasaan,1
birit,1
hmmmm,1
malapetaka,1
sabar,1
inikan,1
parah,1
kuncu2,1
ahh,1
lancau,1
brjiwa,1
kuasanya,1
tnjukkn,1
terangkan,1
stiap,1
tindakkan,1
mngurus,1
memajukn,1
insyaallah,1
darah,1
pahlawan,1
mengalir,1
temurun,1
moyang,1
memperjuang,1
keadilan,1
two,1
refer,1
umumkan,1
kenaikan,1
time2,1
disc,1
menguji,1
kesabaran,1
hanyalah,1
murahan,1
mane,1
janji,1
kangkung,1
bisa,1
dipenjarakan,1
bersemayam,1
kemerdekaan,1
engkau,1
memaksa,1
siapkan,1
untukmu,1
pemberontakan,1
checkout,1
release,1
tuke,1
cerulean,1
dir,1
prod,1
vaxtor,1
berkat,1
solid,1
formidable,1
click,1
trending,1
hashtags,1
narrative,1
caya,1
efforts,1
vain,1
1yr,1
tried,2
track,1
1st,1
went,1
drain,1
worsen,1
till,1
elaun,2
rendahkan,1
generation,1
jurang,1
musnah,1
kurangkan,1
bangunan,1
banyakkan,1
maintaning,1
tmpat,1
ziarah,1
bersama,1
malang,1
oversea,1
tajaan,1
turkey,1
hegara,1
mesyuarat,1
zoom,1
mereke,1
dahulu,1
konon,1
kluarga,1
tngani,1
penunggang,1
struktur,1
raja,3
maksum,1
palatao,1
gejala,1
raikan,1
majlis,1
perubatan,1
perumahan,1
terarah,1
asing,1
responsible,1
honesty,1
lies,2
k3bodohan,1
childhood,1
important,1
development,1
didesak,1
berperikemanusiaan,1
mendahului,1
alat,1
transparent,1
program,1
effektif,1
secret,1
meetings,1
france,1
disaman,1
dipersoalkan,1
white,1
flag,1
dipoliticise,1
kasi,1
inginkan,1
gonna,1
succeeded,1
nearly,1
succeed,1
someone,2
simply,1
swooped,1
claim,1
victory,1
sincerely,1
openly,1
kurung,1
pasangan,1
disebut,1
1billion,1
woi,1
celakalah,1
takyah,1
baguslah,1
airport,1
buto,1
kaulah,1
dictatorship,1
shows,1
voting,1
unreasonable,1
dinosaur,1
2021,1
saje,1
tertinggal,1
niii,1
aci,1
timb,1
kawin,1
